ordinal	origin_refs	source_position	old_commit	old_parent	old_tree	old_patch	old_time	old_subject	new_commit	new_parent	new_tree	new_patch	new_time	new_subject	disposition	evidence
35	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/035	06c96fb710d6b89cc079112c8970b5d3770d0a6a	b65fa5d71f29347de3a085dc31d8f235704e425f	ad0524ff3ab1a1019520173cb0f46dd4dd1b7a03	40f3429627eb9c9c85513a8606dfbcf19cb87ad2	2025-05-07T14:10:31+09:00	feat: add spring main foundation	296f034c9f79ee94a0cf801d3df57712c9f513bd	81cffe637bb984ef1a9c315c2f30bf389a55d112	ad0524ff3ab1a1019520173cb0f46dd4dd1b7a03	40f3429627eb9c9c85513a8606dfbcf19cb87ad2	2025-05-21T14:10:31+09:00	feat: add spring main foundation	metadata_identity_timestamp_message_replay_tree_preserved	tree_and_first_parent_patch_preserved
36	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/036	e614289f06df8c682e226cdeda03f8bcbba06d2a	06c96fb710d6b89cc079112c8970b5d3770d0a6a	8bfb8d99784bcddaefec0adbaea1d50245f08ffb	9148db9718983a4d0b4bc5d0e10d63c0af88b766	2025-05-08T13:15:57+09:00	docs: frame cache invalidation exercise	d3b7f79c2fc0b2aad913bf49053534b1dd7c4063	296f034c9f79ee94a0cf801d3df57712c9f513bd	8bfb8d99784bcddaefec0adbaea1d50245f08ffb	9148db9718983a4d0b4bc5d0e10d63c0af88b766	2025-05-22T13:15:57+09:00	docs: frame cache invalidation exercise	metadata_identity_timestamp_message_replay_tree_preserved	tree_and_first_parent_patch_preserved
37	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/037	a95988da33ef7796c709965f1f54cadc575279fe	e614289f06df8c682e226cdeda03f8bcbba06d2a	e29db3f14d831183931d6b54d543a0b7cc6ab035	2beaa2ceda55874d626815c90952cc15e9b1254d	2025-05-13T09:24:19+09:00	feat: implement cache invalidation exercise	86bdb0e57339e0af7fe1a95f4933255f71fcff82	d3b7f79c2fc0b2aad913bf49053534b1dd7c4063	e29db3f14d831183931d6b54d543a0b7cc6ab035	2beaa2ceda55874d626815c90952cc15e9b1254d	2025-05-27T09:24:19+09:00	feat: implement cache invalidation exercise	metadata_identity_timestamp_message_replay_tree_preserved	tree_and_first_parent_patch_preserved
38	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/038	158fca665ee5b1243d297d2ce6970cea9677506c	a95988da33ef7796c709965f1f54cadc575279fe	ecc13aeafd05c5c1793452f0b33bda53fb2ca326	8a703e5d1aa2b82ec3210e61ad8b12b4f9de2287	2025-05-15T09:12:39+09:00	test: cover cache invalidation guarantees	fac6630d20cd5bfd54edac975e7b8fa81b40609e	86bdb0e57339e0af7fe1a95f4933255f71fcff82	ecc13aeafd05c5c1793452f0b33bda53fb2ca326	8a703e5d1aa2b82ec3210e61ad8b12b4f9de2287	2025-05-29T09:12:39+09:00	test: cover cache invalidation guarantees	metadata_identity_timestamp_message_replay_tree_preserved	tree_and_first_parent_patch_preserved
39	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/039	347377123306ce62eb01c350f8580c576af647fe	158fca665ee5b1243d297d2ce6970cea9677506c	bb56348b50bd5f6ce72965e96086520fda313915	308fa6d81474b3ab8a39903b37ae1013c70eae4f	2025-05-17T09:00:59+09:00	test: cover cache per-key scale behavior	590a96556fe9e0e9f712d6596cc45ed1c34dd90e	fac6630d20cd5bfd54edac975e7b8fa81b40609e	bb56348b50bd5f6ce72965e96086520fda313915	308fa6d81474b3ab8a39903b37ae1013c70eae4f	2025-05-31T09:00:59+09:00	test: cover cache per-key scale behavior	metadata_identity_timestamp_message_replay_tree_preserved	tree_and_first_parent_patch_preserved
40	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/040	ddb59ebe780b224ac499bfac37a601953f95ffe4	b65fa5d71f29347de3a085dc31d8f235704e425f 347377123306ce62eb01c350f8580c576af647fe	bb56348b50bd5f6ce72965e96086520fda313915	670072b26f55191dc160834f1a6a232b3e84bb4b	2025-05-18T09:25:09+09:00	merge: integrate cache invalidation exercise	2dfa546f9a3a37e616c4ce623eacb2ca3a6c9cc4	81cffe637bb984ef1a9c315c2f30bf389a55d112 590a96556fe9e0e9f712d6596cc45ed1c34dd90e	bb56348b50bd5f6ce72965e96086520fda313915	670072b26f55191dc160834f1a6a232b3e84bb4b	2025-06-01T09:25:09+09:00	chore(merge): integrate cache invalidation exercise	metadata_identity_timestamp_message_replay_tree_preserved	tree_and_first_parent_patch_preserved
41	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/041	285a48e505a461fcf73ba690a9a8078c7376e2e6	ddb59ebe780b224ac499bfac37a601953f95ffe4	6295cff056c2e3e9549c65277f84e7ce9b443e12	0a1319c24fc95d87d13119909007e3e05eea0c93	2025-05-21T09:37:39+09:00	feat: add spring main foundation	e60bc2a2bc7f6a36e62c06b4112ef73e53126ff9	2dfa546f9a3a37e616c4ce623eacb2ca3a6c9cc4	6295cff056c2e3e9549c65277f84e7ce9b443e12	0a1319c24fc95d87d13119909007e3e05eea0c93	2025-06-04T09:37:39+09:00	feat: add spring main foundation	metadata_identity_timestamp_message_replay_tree_preserved	tree_and_first_parent_patch_preserved
42	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/042	a7d65a08124cc5ae937b89b0190bf1b6139faca3	285a48e505a461fcf73ba690a9a8078c7376e2e6	b9af95b0338470998b201984184aed4f6c84e8c9	da6da2b170ee978030cd8958e6d9196c6986902e	2025-05-22T09:01:49+09:00	docs: frame outbox pattern exercise	45632817a22e9852bdaa26b4481288054dc38ebe	e60bc2a2bc7f6a36e62c06b4112ef73e53126ff9	b9af95b0338470998b201984184aed4f6c84e8c9	da6da2b170ee978030cd8958e6d9196c6986902e	2025-06-05T09:01:49+09:00	docs: frame outbox pattern exercise	metadata_identity_timestamp_message_replay_tree_preserved	tree_and_first_parent_patch_preserved
43	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/043	cdff2d2fe7faab1996b2ac86d1876390e4227c0e	a7d65a08124cc5ae937b89b0190bf1b6139faca3	d4907883afa86cdceb99377f9991b3e811317668	99b145bc5ab49f709693cd10ea3a2f52f5d8a6dc	2025-05-27T09:02:39+09:00	feat: implement outbox pattern exercise	5b69872390511eadf6e1666217e2afd0649cb42a	45632817a22e9852bdaa26b4481288054dc38ebe	d4907883afa86cdceb99377f9991b3e811317668	99b145bc5ab49f709693cd10ea3a2f52f5d8a6dc	2025-06-10T09:02:39+09:00	feat: implement outbox pattern exercise	metadata_identity_timestamp_message_replay_tree_preserved	tree_and_first_parent_patch_preserved
44	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/044	7997eeacc8431caf61b5fa8115e1600aff9b9417	cdff2d2fe7faab1996b2ac86d1876390e4227c0e	6fb97b819893bb747e065fef33739b9a23b6612f	5d281b65166ea7f346526ca5166269c2da4f2cfa	2025-05-29T09:50:59+09:00	test: cover outbox pattern guarantees	fb678c32a058a9dc5a3b3be927ad5e3afe8f7ff5	5b69872390511eadf6e1666217e2afd0649cb42a	6fb97b819893bb747e065fef33739b9a23b6612f	5d281b65166ea7f346526ca5166269c2da4f2cfa	2025-06-12T09:50:59+09:00	test: cover outbox pattern guarantees	metadata_identity_timestamp_message_replay_tree_preserved	tree_and_first_parent_patch_preserved
45	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/045	612ef8e9b11ce9fb4fedbed899530bf2ac4905be	ddb59ebe780b224ac499bfac37a601953f95ffe4 7997eeacc8431caf61b5fa8115e1600aff9b9417	6fb97b819893bb747e065fef33739b9a23b6612f	390c7eb21e6728c1b2ef884a0dbf9dc716d861fb	2025-05-30T09:15:09+09:00	merge: integrate outbox pattern exercise	a5c51e47195a495b355b2a96907fa7452f27c61c	2dfa546f9a3a37e616c4ce623eacb2ca3a6c9cc4 fb678c32a058a9dc5a3b3be927ad5e3afe8f7ff5	6fb97b819893bb747e065fef33739b9a23b6612f	390c7eb21e6728c1b2ef884a0dbf9dc716d861fb	2025-06-13T09:15:09+09:00	chore(merge): integrate outbox pattern exercise	metadata_identity_timestamp_message_replay_tree_preserved	tree_and_first_parent_patch_preserved
46	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/046	b428d304ae569ea56721062f05f75b2f174cc9a4	612ef8e9b11ce9fb4fedbed899530bf2ac4905be	2409e66b8e7d2743bcf7cb1b4eca1fba05f58c60	97fd51837ba38a99743e81a21cea99e67427551d	2025-06-02T09:27:39+09:00	feat: add spring main foundation	4222e2337ac496440c5d718e53558110d7fdf2d5	a5c51e47195a495b355b2a96907fa7452f27c61c	2409e66b8e7d2743bcf7cb1b4eca1fba05f58c60	97fd51837ba38a99743e81a21cea99e67427551d	2025-06-16T09:27:39+09:00	feat: add spring main foundation	metadata_identity_timestamp_message_replay_tree_preserved	tree_and_first_parent_patch_preserved
47	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/047	3d40ab02a56d3cc3c1bcdbde66d822ecda165fd6	b428d304ae569ea56721062f05f75b2f174cc9a4	83d28f1578c7555833ce241be6a91d9cd9a49d4d	59352baf813c466789210bebeb0ed5c179dcc353	2025-06-03T09:51:49+09:00	docs: frame authorization policy exercise	c3f5b9ea1c51dec1732740446420b8d16331dd06	4222e2337ac496440c5d718e53558110d7fdf2d5	83d28f1578c7555833ce241be6a91d9cd9a49d4d	59352baf813c466789210bebeb0ed5c179dcc353	2025-06-17T09:51:49+09:00	docs: frame authorization policy exercise	metadata_identity_timestamp_message_replay_tree_preserved	tree_and_first_parent_patch_preserved
48	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/048	1bba9a2bde9301cc8f3705e8b8d6bc1cc88c7a25	3d40ab02a56d3cc3c1bcdbde66d822ecda165fd6	6cba0875a4e4b2cfa56e661ef4bedefd761298e0	808ebecbd65c54522013b3539294007d2ae91ca4	2025-06-07T11:28:28+09:00	feat: implement authorization policy exercise	d74e77f264867c0c4839f2553df7e5697f5111b4	c3f5b9ea1c51dec1732740446420b8d16331dd06	6cba0875a4e4b2cfa56e661ef4bedefd761298e0	808ebecbd65c54522013b3539294007d2ae91ca4	2025-06-21T11:28:28+09:00	feat: implement authorization policy exercise	metadata_identity_timestamp_message_replay_tree_preserved	tree_and_first_parent_patch_preserved
49	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/049	137b5f16d107313221072f1c568e1869f9f7b891	1bba9a2bde9301cc8f3705e8b8d6bc1cc88c7a25	a6a08294188887f309e9e7fe9592e080e46eea97	284a4230b41199613217f3c99a8feaeb58296219	2025-06-09T12:16:48+09:00	test: cover authorization policy guarantees	05785851425f27c39633ddea42d8e76442ac59f0	d74e77f264867c0c4839f2553df7e5697f5111b4	a6a08294188887f309e9e7fe9592e080e46eea97	284a4230b41199613217f3c99a8feaeb58296219	2025-06-23T12:16:48+09:00	test: cover authorization policy guarantees	metadata_identity_timestamp_message_replay_tree_preserved	tree_and_first_parent_patch_preserved
50	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/050	b75c6f6c769a991d37e9e8c2250dad62a7ae56d0	612ef8e9b11ce9fb4fedbed899530bf2ac4905be 137b5f16d107313221072f1c568e1869f9f7b891	a6a08294188887f309e9e7fe9592e080e46eea97	7297442b834ea9a45c87f0f479b576d57a16854c	2025-06-10T12:40:58+09:00	merge: integrate authorization policy exercise	9462c8625526d5fabd56fda4fa933ad211e1f47f	a5c51e47195a495b355b2a96907fa7452f27c61c 05785851425f27c39633ddea42d8e76442ac59f0	a6a08294188887f309e9e7fe9592e080e46eea97	7297442b834ea9a45c87f0f479b576d57a16854c	2025-06-24T12:40:58+09:00	chore(merge): integrate authorization policy exercise	metadata_identity_timestamp_message_replay_tree_preserved	tree_and_first_parent_patch_preserved
51	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/051	1a5c8145a317ef385a9d5f9525e2016a8d603c9d	b75c6f6c769a991d37e9e8c2250dad62a7ae56d0	4271232927d3dea58e448a2142e9261ff8384077	cb0bc47e48ce1fdb0d03e4df5ea2809f948b8c23	2025-06-13T13:53:28+09:00	feat: add spring main foundation	f4cc7d5a3220564cc0c33d4c51cf3254bb3f2c91	9462c8625526d5fabd56fda4fa933ad211e1f47f	4271232927d3dea58e448a2142e9261ff8384077	cb0bc47e48ce1fdb0d03e4df5ea2809f948b8c23	2025-06-27T13:53:28+09:00	feat: add spring main foundation	metadata_identity_timestamp_message_replay_tree_preserved	tree_and_first_parent_patch_preserved
52	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/052	098e79834ed94fb56bad1ff535136f9c79e89f3f	1a5c8145a317ef385a9d5f9525e2016a8d603c9d	e8bd0e7e7c0eb3a58a5a8dbb1fb260620e03aad1	5bb2c6b891b9be1fb8bf710c3286b22f79257e4d	2025-06-14T14:17:38+09:00	docs: frame file upload safety exercise	3f83ef440f03f878ea954f4c4648b87063a69d12	f4cc7d5a3220564cc0c33d4c51cf3254bb3f2c91	e8bd0e7e7c0eb3a58a5a8dbb1fb260620e03aad1	5bb2c6b891b9be1fb8bf710c3286b22f79257e4d	2025-06-28T14:17:38+09:00	docs: frame file upload safety exercise	metadata_identity_timestamp_message_replay_tree_preserved	tree_and_first_parent_patch_preserved
53	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/053	0ae6858cd4e6889d3f6551cc7aad7e067ef731e8	098e79834ed94fb56bad1ff535136f9c79e89f3f	4242f25a8aaf589f193c93775cfcc171cd02adb5	6792bc08e9b8d33f62a4cd4ef5d0d8458443743e	2025-06-17T15:30:08+09:00	feat: implement file upload safety exercise	8d41d2900bdcaaaafdb771142ffc7bae24e76231	3f83ef440f03f878ea954f4c4648b87063a69d12	4242f25a8aaf589f193c93775cfcc171cd02adb5	6792bc08e9b8d33f62a4cd4ef5d0d8458443743e	2025-07-01T15:30:08+09:00	feat: implement file upload safety exercise	metadata_identity_timestamp_message_replay_tree_preserved	tree_and_first_parent_patch_preserved
54	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/054	466c607766ff459acc3220ec814ac2a0abc979d2	0ae6858cd4e6889d3f6551cc7aad7e067ef731e8	39cfeb055887d1ee7644b6868be7eacba7bff73c	b7397f056305e425130031800612bc006a9a5eee	2025-06-19T16:18:28+09:00	test: cover file upload safety guarantees	c8db8b8ec21d96522aba3599606a51a71e448c24	8d41d2900bdcaaaafdb771142ffc7bae24e76231	39cfeb055887d1ee7644b6868be7eacba7bff73c	b7397f056305e425130031800612bc006a9a5eee	2025-07-03T16:18:28+09:00	test: cover file upload safety guarantees	metadata_identity_timestamp_message_replay_tree_preserved	tree_and_first_parent_patch_preserved
55	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/055	6fac8fcc02da274ceb294c9ecba090fe607f4c0b	b75c6f6c769a991d37e9e8c2250dad62a7ae56d0 466c607766ff459acc3220ec814ac2a0abc979d2	39cfeb055887d1ee7644b6868be7eacba7bff73c	2212a87bb6df36c38d9d33e33ecab5dcd5af24ff	2025-06-20T16:42:38+09:00	merge: integrate file upload safety exercise	e0289fe9310ddfa536bc3acb07f9fc36a0f9ca01	9462c8625526d5fabd56fda4fa933ad211e1f47f c8db8b8ec21d96522aba3599606a51a71e448c24	39cfeb055887d1ee7644b6868be7eacba7bff73c	2212a87bb6df36c38d9d33e33ecab5dcd5af24ff	2025-07-04T16:42:38+09:00	chore(merge): integrate file upload safety exercise	metadata_identity_timestamp_message_replay_tree_preserved	tree_and_first_parent_patch_preserved
56	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/056	595b401235ef1b74651fd12a5bd3a640e92c3a12	6fac8fcc02da274ceb294c9ecba090fe607f4c0b	171b46cf968b7564df996787c572e17f04e363fe	c99286a475bd3598e4ea8c07c413d72feac69e10	2025-06-23T17:55:08+09:00	feat: add spring main foundation	fca1c3f1e6ca5f7ca6d98e55e8dc487b27c09d37	e0289fe9310ddfa536bc3acb07f9fc36a0f9ca01	171b46cf968b7564df996787c572e17f04e363fe	c99286a475bd3598e4ea8c07c413d72feac69e10	2025-07-07T17:55:08+09:00	feat: add spring main foundation	metadata_identity_timestamp_message_replay_tree_preserved	tree_and_first_parent_patch_preserved
57	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/057	f0b9a51611e5f6996c5c4ac75c2547525c31df6d	595b401235ef1b74651fd12a5bd3a640e92c3a12	200f94d100a355b8beb037ba84ac0bb8fbd51b23	2b0d7dc91c098480b5f71d3532a84fc696604423	2025-06-24T18:19:18+09:00	docs: frame observability tracing exercise	9aabaf6b5f4f4d5b5b7346254a3a8a79269f81a7	fca1c3f1e6ca5f7ca6d98e55e8dc487b27c09d37	200f94d100a355b8beb037ba84ac0bb8fbd51b23	2b0d7dc91c098480b5f71d3532a84fc696604423	2025-07-08T18:19:18+09:00	docs: frame observability tracing exercise	metadata_identity_timestamp_message_replay_tree_preserved	tree_and_first_parent_patch_preserved
58	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/058	9e02a67f7d6c37e336cf8d2678d4de4a5b89add0	f0b9a51611e5f6996c5c4ac75c2547525c31df6d	e743e1c5abde6d80c92cf39fa1a5d5dcf8b03b55	e3d3adcb0f6ddbfb901c7eb737f262cc674ff6f5	2025-06-27T19:31:48+09:00	feat: implement observability tracing exercise	62ffd537239c506774ea0cebbc873f6af4a22595	9aabaf6b5f4f4d5b5b7346254a3a8a79269f81a7	e743e1c5abde6d80c92cf39fa1a5d5dcf8b03b55	e3d3adcb0f6ddbfb901c7eb737f262cc674ff6f5	2025-07-11T19:31:48+09:00	feat: implement observability tracing exercise	metadata_identity_timestamp_message_replay_tree_preserved	tree_and_first_parent_patch_preserved
59	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/059	927cb7cdf07c62961d6c2e14a4644102c8ad11d0	9e02a67f7d6c37e336cf8d2678d4de4a5b89add0	2222fd951c8ae20942b7d07f890e68e0a9ac7fbc	f9ce167aebe207ceea5cfdaaf7d687b6349f5b29	2025-06-29T20:20:08+09:00	test: cover observability tracing guarantees	e883827b3ff19dc469b5091677cfca438eac48a4	62ffd537239c506774ea0cebbc873f6af4a22595	2222fd951c8ae20942b7d07f890e68e0a9ac7fbc	f9ce167aebe207ceea5cfdaaf7d687b6349f5b29	2025-07-13T20:20:08+09:00	test: cover observability tracing guarantees	metadata_identity_timestamp_message_replay_tree_preserved	tree_and_first_parent_patch_preserved
60	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/060	b91d432792d235e540e27134645bd475c5054b42	6fac8fcc02da274ceb294c9ecba090fe607f4c0b 927cb7cdf07c62961d6c2e14a4644102c8ad11d0	2222fd951c8ae20942b7d07f890e68e0a9ac7fbc	066f8a53beff7db7e41d660502296ef7386128e8	2025-06-30T20:44:18+09:00	merge: integrate observability tracing exercise	b35fbd27dcc523ff0c0e4738045689b4add0ad89	e0289fe9310ddfa536bc3acb07f9fc36a0f9ca01 e883827b3ff19dc469b5091677cfca438eac48a4	2222fd951c8ae20942b7d07f890e68e0a9ac7fbc	066f8a53beff7db7e41d660502296ef7386128e8	2025-07-14T20:44:18+09:00	chore(merge): integrate observability tracing exercise	metadata_identity_timestamp_message_replay_tree_preserved	tree_and_first_parent_patch_preserved
61	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/061	f149112eec166cc4c91508d96732b2351bdf3990	b91d432792d235e540e27134645bd475c5054b42	aa63c0a3fa3ad68bcab1bfee7c851e99aad8b4b5	21a9cb052df036b59540a4cadb23fbae36657a58	2025-07-02T16:39:48+09:00	feat: add spring main foundation	4058ac4ae41ed3117953ddc156ac73b294c11be1	b35fbd27dcc523ff0c0e4738045689b4add0ad89	aa63c0a3fa3ad68bcab1bfee7c851e99aad8b4b5	21a9cb052df036b59540a4cadb23fbae36657a58	2025-07-16T16:39:48+09:00	feat: add spring main foundation	metadata_identity_timestamp_message_replay_tree_preserved	tree_and_first_parent_patch_preserved
62	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/062	65eedd18fdeb9f43a927454ca6c9298c4a150b06	f149112eec166cc4c91508d96732b2351bdf3990	8a530e3e517e7305ec7a9b4bba2c55fe03be0926	657644cbb98b0401aa7a0353d551d7be31327b89	2025-07-03T09:18:18+09:00	docs: frame failure injection exercise	2cdf2b79d839084bdd3de984f9a313f9b17334a7	4058ac4ae41ed3117953ddc156ac73b294c11be1	8a530e3e517e7305ec7a9b4bba2c55fe03be0926	657644cbb98b0401aa7a0353d551d7be31327b89	2025-07-17T09:18:18+09:00	docs: frame failure injection exercise	metadata_identity_timestamp_message_replay_tree_preserved	tree_and_first_parent_patch_preserved
63	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/063	df0305d87073aa72e6fcf94d8c7b14330824a689	65eedd18fdeb9f43a927454ca6c9298c4a150b06	36ab4f6031273fd646bf77ec7b5cc230ef9d0f1a	ea9655b7aa735145490e9d8ac59166f05c493974	2025-07-05T09:13:48+09:00	feat: implement failure injection exercise	4d194e75a36d4f274c93b927eb91ba3b966a0d71	2cdf2b79d839084bdd3de984f9a313f9b17334a7	36ab4f6031273fd646bf77ec7b5cc230ef9d0f1a	ea9655b7aa735145490e9d8ac59166f05c493974	2025-07-19T09:13:48+09:00	feat: implement failure injection exercise	metadata_identity_timestamp_message_replay_tree_preserved	tree_and_first_parent_patch_preserved
64	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/064	88a23d2f9c55cd5662891ab9fce8579a6f1395d1	df0305d87073aa72e6fcf94d8c7b14330824a689	d90e5e3fcb230f1e3ff85ddc40d80e71d937ebee	bc01dd8ab7cfd6d0e692cb08d135fd528d719315	2025-07-06T09:30:48+09:00	test: cover failure injection guarantees	0a60fe0e33a39ff6596658c168cccedbb6ddae36	4d194e75a36d4f274c93b927eb91ba3b966a0d71	d90e5e3fcb230f1e3ff85ddc40d80e71d937ebee	bc01dd8ab7cfd6d0e692cb08d135fd528d719315	2025-07-20T09:30:48+09:00	test: cover failure injection guarantees	metadata_identity_timestamp_message_replay_tree_preserved	tree_and_first_parent_patch_preserved
65	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/065	0d2e8c2a8109b0e49e4e55c75f814c7ae7b680f4	b91d432792d235e540e27134645bd475c5054b42 88a23d2f9c55cd5662891ab9fce8579a6f1395d1	d90e5e3fcb230f1e3ff85ddc40d80e71d937ebee	23e5994b565370a5d569f3990d787929c40b4e0f	2025-07-06T10:06:38+09:00	merge: integrate failure injection exercise	5e8220430aced01ac543751e0abbfa0ce2b236dd	b35fbd27dcc523ff0c0e4738045689b4add0ad89 0a60fe0e33a39ff6596658c168cccedbb6ddae36	d90e5e3fcb230f1e3ff85ddc40d80e71d937ebee	23e5994b565370a5d569f3990d787929c40b4e0f	2025-07-20T10:06:38+09:00	chore(merge): integrate failure injection exercise	metadata_identity_timestamp_message_replay_tree_preserved	tree_and_first_parent_patch_preserved
66	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/066	f7b7139b54feb65f4dc38e126952bd09809f6c42	0d2e8c2a8109b0e49e4e55c75f814c7ae7b680f4	395ddb7988696f0b76f67d185b834e465fb4f98f	04b89901546a5996fb06b7b5dde1453c0a947a5d	2025-07-08T19:04:48+09:00	feat: add go sub foundation	04f23840cb39788c0345dcc34c343f419bbcb5d3	5e8220430aced01ac543751e0abbfa0ce2b236dd	395ddb7988696f0b76f67d185b834e465fb4f98f	04b89901546a5996fb06b7b5dde1453c0a947a5d	2025-07-22T19:04:48+09:00	feat: add go sub foundation	metadata_identity_timestamp_message_replay_tree_preserved	tree_and_first_parent_patch_preserved
67	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/067	165bda3878dd32058b729837982dcc27e1462f24	0d2e8c2a8109b0e49e4e55c75f814c7ae7b680f4 f7b7139b54feb65f4dc38e126952bd09809f6c42	395ddb7988696f0b76f67d185b834e465fb4f98f	04b89901546a5996fb06b7b5dde1453c0a947a5d	2025-07-09T09:43:18+09:00	merge: integrate go sub foundation	380a2703794d6231f8240679b0a1fa6b35e2ac99	5e8220430aced01ac543751e0abbfa0ce2b236dd 04f23840cb39788c0345dcc34c343f419bbcb5d3	395ddb7988696f0b76f67d185b834e465fb4f98f	04b89901546a5996fb06b7b5dde1453c0a947a5d	2025-07-23T09:43:18+09:00	chore(merge): integrate go sub foundation	metadata_identity_timestamp_message_replay_tree_preserved	tree_and_first_parent_patch_preserved
68	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/068	34b416ba3ea7255f7639a6a7792229758d6bda7f	165bda3878dd32058b729837982dcc27e1462f24	fe86ad5e79c41c2d007ecf70059259616456ce88	ec9a765c2e7713e84094d15246b378764aa2783f	2025-07-10T09:21:48+09:00	docs: frame go token bucket rate limiter exercise	af938e2744db061b128b10ffe15ae3363ef2ef5e	380a2703794d6231f8240679b0a1fa6b35e2ac99	fe86ad5e79c41c2d007ecf70059259616456ce88	ec9a765c2e7713e84094d15246b378764aa2783f	2025-07-24T09:21:48+09:00	docs: frame go token bucket rate limiter exercise	metadata_identity_timestamp_message_replay_tree_preserved	tree_and_first_parent_patch_preserved
