repository	union_path	scope	old_ref_tip_tree_crosswalk	old_main_blob	branch_blob_crosswalk	relation	donor_class	final_path	final_mode	final_blob	final_bytes	disposition	review_mode	audit_signals	final_source_basis	final_source_tree	reason	reviewer	reviewed_at
backend-reliability-training	docs/notes/V2.md	learning-only	learning/reliability-v1@c4b34b46e3024f4f9ccef8b3c884184763622680#1c9eaf7989dc2c840281fdf0207bd3bb7dc5926d;learning/reliability-v2@634f9c27776ce10ccf9fe52d885d831abce4c0e2#52f7d148321dd747b6195a7465d0c1e4631f8bd7;learning/reliability-v2.0.1@5a6a11d65379e4607c3bdaadf467c37cc0b42d50#69cd9950e5c933048dbe3de609dc582defbdbfcc	main=absent	learning/reliability-v1=absent;learning/reliability-v2=100644:41a8a444b913f72ae3197105af6923d15e1d300c:800;learning/reliability-v2.0.1=100644:41a8a444b913f72ae3197105af6923d15e1d300c:800	oid-identical-v2-v2.0.1	oid-identical	docs/notes/V2.md	100644	1cf219793043b0570c5622306eea8fa38e544c00	1056	replaced	direct-content	candidate=direct-content;candidate_relation=introduced-v2 and unchanged in v2.0.1;impact=none	d1675f1f07056df81ad2719f5b9fc067d14ad365	5bc7840641632b17636e232b75a57ef48a283e42	policy-designated-semantic-or-rederived-content-review	/root/reliability_writer+repository-owner	2026-07-21T02:42:16+09:00
backend-reliability-training	docs/notes/go/README.md	learning-only	learning/reliability-v1@c4b34b46e3024f4f9ccef8b3c884184763622680#1c9eaf7989dc2c840281fdf0207bd3bb7dc5926d;learning/reliability-v2@634f9c27776ce10ccf9fe52d885d831abce4c0e2#52f7d148321dd747b6195a7465d0c1e4631f8bd7;learning/reliability-v2.0.1@5a6a11d65379e4607c3bdaadf467c37cc0b42d50#69cd9950e5c933048dbe3de609dc582defbdbfcc	main=absent	learning/reliability-v1=100644:0cff3aafe32a3f71f6c8d9d2bc406dc928bc6a5b:3621;learning/reliability-v2=100644:0cff3aafe32a3f71f6c8d9d2bc406dc928bc6a5b:3621;learning/reliability-v2.0.1=100644:0cff3aafe32a3f71f6c8d9d2bc406dc928bc6a5b:3621	oid-identical-all	oid-identical	docs/notes/go/README.md	100644	0cff3aafe32a3f71f6c8d9d2bc406dc928bc6a5b	3621	adopted	oid-identical	candidate=none;candidate_relation=none;impact=none	d1675f1f07056df81ad2719f5b9fc067d14ad365	5bc7840641632b17636e232b75a57ef48a283e42	final-blob-equals-an-audited-historical-blob	mechanical-crosswalk	2026-07-21T02:42:16+09:00
backend-reliability-training	docs/notes/go/concurrency/README.md	learning-only	learning/reliability-v1@c4b34b46e3024f4f9ccef8b3c884184763622680#1c9eaf7989dc2c840281fdf0207bd3bb7dc5926d;learning/reliability-v2@634f9c27776ce10ccf9fe52d885d831abce4c0e2#52f7d148321dd747b6195a7465d0c1e4631f8bd7;learning/reliability-v2.0.1@5a6a11d65379e4607c3bdaadf467c37cc0b42d50#69cd9950e5c933048dbe3de609dc582defbdbfcc	main=absent	learning/reliability-v1=100644:f85ad3d5564cbec5de4cccc96e6c9a4b2358a21c:743;learning/reliability-v2=100644:f85ad3d5564cbec5de4cccc96e6c9a4b2358a21c:743;learning/reliability-v2.0.1=100644:f85ad3d5564cbec5de4cccc96e6c9a4b2358a21c:743	oid-identical-all	oid-identical	docs/notes/go/concurrency/README.md	100644	f85ad3d5564cbec5de4cccc96e6c9a4b2358a21c	743	adopted	oid-identical	candidate=none;candidate_relation=none;impact=none	d1675f1f07056df81ad2719f5b9fc067d14ad365	5bc7840641632b17636e232b75a57ef48a283e42	final-blob-equals-an-audited-historical-blob	mechanical-crosswalk	2026-07-21T02:42:16+09:00
backend-reliability-training	docs/notes/go/concurrency/channels-and-waitgroups.md	learning-only	learning/reliability-v1@c4b34b46e3024f4f9ccef8b3c884184763622680#1c9eaf7989dc2c840281fdf0207bd3bb7dc5926d;learning/reliability-v2@634f9c27776ce10ccf9fe52d885d831abce4c0e2#52f7d148321dd747b6195a7465d0c1e4631f8bd7;learning/reliability-v2.0.1@5a6a11d65379e4607c3bdaadf467c37cc0b42d50#69cd9950e5c933048dbe3de609dc582defbdbfcc	main=absent	learning/reliability-v1=100644:5498126198b0300e42cd2701cb002102fcfadd95:3121;learning/reliability-v2=100644:5498126198b0300e42cd2701cb002102fcfadd95:3121;learning/reliability-v2.0.1=100644:5498126198b0300e42cd2701cb002102fcfadd95:3121	oid-identical-all	oid-identical	docs/notes/go/concurrency/channels-and-waitgroups.md	100644	5498126198b0300e42cd2701cb002102fcfadd95	3121	adopted	oid-identical	candidate=none;candidate_relation=none;impact=none	d1675f1f07056df81ad2719f5b9fc067d14ad365	5bc7840641632b17636e232b75a57ef48a283e42	final-blob-equals-an-audited-historical-blob	mechanical-crosswalk	2026-07-21T02:42:16+09:00
backend-reliability-training	docs/notes/go/concurrency/context-cancellation.md	learning-only	learning/reliability-v1@c4b34b46e3024f4f9ccef8b3c884184763622680#1c9eaf7989dc2c840281fdf0207bd3bb7dc5926d;learning/reliability-v2@634f9c27776ce10ccf9fe52d885d831abce4c0e2#52f7d148321dd747b6195a7465d0c1e4631f8bd7;learning/reliability-v2.0.1@5a6a11d65379e4607c3bdaadf467c37cc0b42d50#69cd9950e5c933048dbe3de609dc582defbdbfcc	main=absent	learning/reliability-v1=100644:0de29951a530e8ced98700c16ceee0769ab44aec:3238;learning/reliability-v2=100644:0de29951a530e8ced98700c16ceee0769ab44aec:3238;learning/reliability-v2.0.1=100644:0de29951a530e8ced98700c16ceee0769ab44aec:3238	oid-identical-all	oid-identical	docs/notes/go/concurrency/context-cancellation.md	100644	0de29951a530e8ced98700c16ceee0769ab44aec	3238	adopted	oid-identical	candidate=none;candidate_relation=none;impact=none	d1675f1f07056df81ad2719f5b9fc067d14ad365	5bc7840641632b17636e232b75a57ef48a283e42	final-blob-equals-an-audited-historical-blob	mechanical-crosswalk	2026-07-21T02:42:16+09:00
backend-reliability-training	docs/notes/go/concurrency/mutex-and-shared-state.md	learning-only	learning/reliability-v1@c4b34b46e3024f4f9ccef8b3c884184763622680#1c9eaf7989dc2c840281fdf0207bd3bb7dc5926d;learning/reliability-v2@634f9c27776ce10ccf9fe52d885d831abce4c0e2#52f7d148321dd747b6195a7465d0c1e4631f8bd7;learning/reliability-v2.0.1@5a6a11d65379e4607c3bdaadf467c37cc0b42d50#69cd9950e5c933048dbe3de609dc582defbdbfcc	main=absent	learning/reliability-v1=100644:3e249fec546c63b8648c40fe05dc9f6b2ee71fb0:3595;learning/reliability-v2=100644:3e249fec546c63b8648c40fe05dc9f6b2ee71fb0:3595;learning/reliability-v2.0.1=100644:3e249fec546c63b8648c40fe05dc9f6b2ee71fb0:3595	oid-identical-all	oid-identical	docs/notes/go/concurrency/mutex-and-shared-state.md	100644	3e249fec546c63b8648c40fe05dc9f6b2ee71fb0	3595	adopted	oid-identical	candidate=none;candidate_relation=none;impact=none	d1675f1f07056df81ad2719f5b9fc067d14ad365	5bc7840641632b17636e232b75a57ef48a283e42	final-blob-equals-an-audited-historical-blob	mechanical-crosswalk	2026-07-21T02:42:16+09:00
backend-reliability-training	docs/notes/go/http/README.md	learning-only	learning/reliability-v1@c4b34b46e3024f4f9ccef8b3c884184763622680#1c9eaf7989dc2c840281fdf0207bd3bb7dc5926d;learning/reliability-v2@634f9c27776ce10ccf9fe52d885d831abce4c0e2#52f7d148321dd747b6195a7465d0c1e4631f8bd7;learning/reliability-v2.0.1@5a6a11d65379e4607c3bdaadf467c37cc0b42d50#69cd9950e5c933048dbe3de609dc582defbdbfcc	main=absent	learning/reliability-v1=100644:05de544de6895ec1e9a4710d9c869781b13af26b:604;learning/reliability-v2=100644:05de544de6895ec1e9a4710d9c869781b13af26b:604;learning/reliability-v2.0.1=100644:05de544de6895ec1e9a4710d9c869781b13af26b:604	oid-identical-all	oid-identical	docs/notes/go/http/README.md	100644	05de544de6895ec1e9a4710d9c869781b13af26b	604	adopted	oid-identical	candidate=none;candidate_relation=none;impact=none	d1675f1f07056df81ad2719f5b9fc067d14ad365	5bc7840641632b17636e232b75a57ef48a283e42	final-blob-equals-an-audited-historical-blob	mechanical-crosswalk	2026-07-21T02:42:16+09:00
backend-reliability-training	docs/notes/go/http/httptest.md	learning-only	learning/reliability-v1@c4b34b46e3024f4f9ccef8b3c884184763622680#1c9eaf7989dc2c840281fdf0207bd3bb7dc5926d;learning/reliability-v2@634f9c27776ce10ccf9fe52d885d831abce4c0e2#52f7d148321dd747b6195a7465d0c1e4631f8bd7;learning/reliability-v2.0.1@5a6a11d65379e4607c3bdaadf467c37cc0b42d50#69cd9950e5c933048dbe3de609dc582defbdbfcc	main=absent	learning/reliability-v1=100644:3a3a082fa51dbfa3109ee3f94b2de6a10dfa343e:3187;learning/reliability-v2=100644:3a3a082fa51dbfa3109ee3f94b2de6a10dfa343e:3187;learning/reliability-v2.0.1=100644:3a3a082fa51dbfa3109ee3f94b2de6a10dfa343e:3187	oid-identical-all	oid-identical	docs/notes/go/http/httptest.md	100644	3a3a082fa51dbfa3109ee3f94b2de6a10dfa343e	3187	adopted	oid-identical	candidate=none;candidate_relation=none;impact=none	d1675f1f07056df81ad2719f5b9fc067d14ad365	5bc7840641632b17636e232b75a57ef48a283e42	final-blob-equals-an-audited-historical-blob	mechanical-crosswalk	2026-07-21T02:42:16+09:00
backend-reliability-training	docs/notes/go/http/timeout-and-handler-cancellation.md	learning-only	learning/reliability-v1@c4b34b46e3024f4f9ccef8b3c884184763622680#1c9eaf7989dc2c840281fdf0207bd3bb7dc5926d;learning/reliability-v2@634f9c27776ce10ccf9fe52d885d831abce4c0e2#52f7d148321dd747b6195a7465d0c1e4631f8bd7;learning/reliability-v2.0.1@5a6a11d65379e4607c3bdaadf467c37cc0b42d50#69cd9950e5c933048dbe3de609dc582defbdbfcc	main=absent	learning/reliability-v1=100644:1e76fd8a02cb5d0df98cad6ea183a411ffb61010:3493;learning/reliability-v2=100644:1e76fd8a02cb5d0df98cad6ea183a411ffb61010:3493;learning/reliability-v2.0.1=100644:1e76fd8a02cb5d0df98cad6ea183a411ffb61010:3493	oid-identical-all	oid-identical	docs/notes/go/http/timeout-and-handler-cancellation.md	100644	1e76fd8a02cb5d0df98cad6ea183a411ffb61010	3493	adopted	oid-identical	candidate=none;candidate_relation=none;impact=none	d1675f1f07056df81ad2719f5b9fc067d14ad365	5bc7840641632b17636e232b75a57ef48a283e42	final-blob-equals-an-audited-historical-blob	mechanical-crosswalk	2026-07-21T02:42:16+09:00
backend-reliability-training	docs/notes/go/testing/README.md	learning-only	learning/reliability-v1@c4b34b46e3024f4f9ccef8b3c884184763622680#1c9eaf7989dc2c840281fdf0207bd3bb7dc5926d;learning/reliability-v2@634f9c27776ce10ccf9fe52d885d831abce4c0e2#52f7d148321dd747b6195a7465d0c1e4631f8bd7;learning/reliability-v2.0.1@5a6a11d65379e4607c3bdaadf467c37cc0b42d50#69cd9950e5c933048dbe3de609dc582defbdbfcc	main=absent	learning/reliability-v1=100644:50b8aec79d890f0329e74cda06450bc6b9f087d2:604;learning/reliability-v2=100644:50b8aec79d890f0329e74cda06450bc6b9f087d2:604;learning/reliability-v2.0.1=100644:50b8aec79d890f0329e74cda06450bc6b9f087d2:604	oid-identical-all	oid-identical	docs/notes/go/testing/README.md	100644	50b8aec79d890f0329e74cda06450bc6b9f087d2	604	adopted	oid-identical	candidate=none;candidate_relation=none;impact=none	d1675f1f07056df81ad2719f5b9fc067d14ad365	5bc7840641632b17636e232b75a57ef48a283e42	final-blob-equals-an-audited-historical-blob	mechanical-crosswalk	2026-07-21T02:42:16+09:00
backend-reliability-training	docs/notes/go/testing/deterministic-time-and-concurrency-tests.md	learning-only	learning/reliability-v1@c4b34b46e3024f4f9ccef8b3c884184763622680#1c9eaf7989dc2c840281fdf0207bd3bb7dc5926d;learning/reliability-v2@634f9c27776ce10ccf9fe52d885d831abce4c0e2#52f7d148321dd747b6195a7465d0c1e4631f8bd7;learning/reliability-v2.0.1@5a6a11d65379e4607c3bdaadf467c37cc0b42d50#69cd9950e5c933048dbe3de609dc582defbdbfcc	main=absent	learning/reliability-v1=100644:3a2a8197f69a3917284fea37a04427c898dc5bd6:3295;learning/reliability-v2=100644:3a2a8197f69a3917284fea37a04427c898dc5bd6:3295;learning/reliability-v2.0.1=100644:3a2a8197f69a3917284fea37a04427c898dc5bd6:3295	oid-identical-all	oid-identical	docs/notes/go/testing/deterministic-time-and-concurrency-tests.md	100644	3a2a8197f69a3917284fea37a04427c898dc5bd6	3295	adopted	oid-identical	candidate=none;candidate_relation=none;impact=none	d1675f1f07056df81ad2719f5b9fc067d14ad365	5bc7840641632b17636e232b75a57ef48a283e42	final-blob-equals-an-audited-historical-blob	mechanical-crosswalk	2026-07-21T02:42:16+09:00
backend-reliability-training	docs/notes/java/README.md	learning-only	learning/reliability-v1@c4b34b46e3024f4f9ccef8b3c884184763622680#1c9eaf7989dc2c840281fdf0207bd3bb7dc5926d;learning/reliability-v2@634f9c27776ce10ccf9fe52d885d831abce4c0e2#52f7d148321dd747b6195a7465d0c1e4631f8bd7;learning/reliability-v2.0.1@5a6a11d65379e4607c3bdaadf467c37cc0b42d50#69cd9950e5c933048dbe3de609dc582defbdbfcc	main=absent	learning/reliability-v1=100644:a0c42f2977d19d71f3233d06dcecbcb874483a87:2963;learning/reliability-v2=100644:a0c42f2977d19d71f3233d06dcecbcb874483a87:2963;learning/reliability-v2.0.1=100644:a0c42f2977d19d71f3233d06dcecbcb874483a87:2963	oid-identical-all	oid-identical	docs/notes/java/README.md	100644	a0c42f2977d19d71f3233d06dcecbcb874483a87	2963	adopted	oid-identical	candidate=none;candidate_relation=none;impact=none	d1675f1f07056df81ad2719f5b9fc067d14ad365	5bc7840641632b17636e232b75a57ef48a283e42	final-blob-equals-an-audited-historical-blob	mechanical-crosswalk	2026-07-21T02:42:16+09:00
backend-reliability-training	docs/notes/java/collections/README.md	learning-only	learning/reliability-v1@c4b34b46e3024f4f9ccef8b3c884184763622680#1c9eaf7989dc2c840281fdf0207bd3bb7dc5926d;learning/reliability-v2@634f9c27776ce10ccf9fe52d885d831abce4c0e2#52f7d148321dd747b6195a7465d0c1e4631f8bd7;learning/reliability-v2.0.1@5a6a11d65379e4607c3bdaadf467c37cc0b42d50#69cd9950e5c933048dbe3de609dc582defbdbfcc	main=absent	learning/reliability-v1=100644:6d5fd657e766e6b7d2d099b0931572999b56b497:569;learning/reliability-v2=100644:6d5fd657e766e6b7d2d099b0931572999b56b497:569;learning/reliability-v2.0.1=100644:6d5fd657e766e6b7d2d099b0931572999b56b497:569	oid-identical-all	oid-identical	docs/notes/java/collections/README.md	100644	6d5fd657e766e6b7d2d099b0931572999b56b497	569	adopted	oid-identical	candidate=none;candidate_relation=none;impact=none	d1675f1f07056df81ad2719f5b9fc067d14ad365	5bc7840641632b17636e232b75a57ef48a283e42	final-blob-equals-an-audited-historical-blob	mechanical-crosswalk	2026-07-21T02:42:16+09:00
backend-reliability-training	docs/notes/java/collections/map-list-set-costs.md	learning-only	learning/reliability-v1@c4b34b46e3024f4f9ccef8b3c884184763622680#1c9eaf7989dc2c840281fdf0207bd3bb7dc5926d;learning/reliability-v2@634f9c27776ce10ccf9fe52d885d831abce4c0e2#52f7d148321dd747b6195a7465d0c1e4631f8bd7;learning/reliability-v2.0.1@5a6a11d65379e4607c3bdaadf467c37cc0b42d50#69cd9950e5c933048dbe3de609dc582defbdbfcc	main=absent	learning/reliability-v1=100644:990f59ec47627998c8c5dd564dde640a5c6ccbc3:3583;learning/reliability-v2=100644:990f59ec47627998c8c5dd564dde640a5c6ccbc3:3583;learning/reliability-v2.0.1=100644:990f59ec47627998c8c5dd564dde640a5c6ccbc3:3583	oid-identical-all	oid-identical	docs/notes/java/collections/map-list-set-costs.md	100644	990f59ec47627998c8c5dd564dde640a5c6ccbc3	3583	adopted	oid-identical	candidate=none;candidate_relation=none;impact=none	d1675f1f07056df81ad2719f5b9fc067d14ad365	5bc7840641632b17636e232b75a57ef48a283e42	final-blob-equals-an-audited-historical-blob	mechanical-crosswalk	2026-07-21T02:42:16+09:00
backend-reliability-training	docs/notes/java/concurrency/README.md	learning-only	learning/reliability-v1@c4b34b46e3024f4f9ccef8b3c884184763622680#1c9eaf7989dc2c840281fdf0207bd3bb7dc5926d;learning/reliability-v2@634f9c27776ce10ccf9fe52d885d831abce4c0e2#52f7d148321dd747b6195a7465d0c1e4631f8bd7;learning/reliability-v2.0.1@5a6a11d65379e4607c3bdaadf467c37cc0b42d50#69cd9950e5c933048dbe3de609dc582defbdbfcc	main=absent	learning/reliability-v1=100644:636b586bfb3c886be932b9a5743922958eed8633:777;learning/reliability-v2=100644:636b586bfb3c886be932b9a5743922958eed8633:777;learning/reliability-v2.0.1=100644:636b586bfb3c886be932b9a5743922958eed8633:777	oid-identical-all	oid-identical	docs/notes/java/concurrency/README.md	100644	636b586bfb3c886be932b9a5743922958eed8633	777	adopted	oid-identical	candidate=none;candidate_relation=none;impact=none	d1675f1f07056df81ad2719f5b9fc067d14ad365	5bc7840641632b17636e232b75a57ef48a283e42	final-blob-equals-an-audited-historical-blob	mechanical-crosswalk	2026-07-21T02:42:16+09:00
backend-reliability-training	docs/notes/java/concurrency/atomic-counters.md	learning-only	learning/reliability-v1@c4b34b46e3024f4f9ccef8b3c884184763622680#1c9eaf7989dc2c840281fdf0207bd3bb7dc5926d;learning/reliability-v2@634f9c27776ce10ccf9fe52d885d831abce4c0e2#52f7d148321dd747b6195a7465d0c1e4631f8bd7;learning/reliability-v2.0.1@5a6a11d65379e4607c3bdaadf467c37cc0b42d50#69cd9950e5c933048dbe3de609dc582defbdbfcc	main=absent	learning/reliability-v1=100644:0a70bc02e096ff80bde1505d26b2be0733770e4e:2545;learning/reliability-v2=100644:0a70bc02e096ff80bde1505d26b2be0733770e4e:2545;learning/reliability-v2.0.1=100644:0a70bc02e096ff80bde1505d26b2be0733770e4e:2545	oid-identical-all	oid-identical	docs/notes/java/concurrency/atomic-counters.md	100644	0a70bc02e096ff80bde1505d26b2be0733770e4e	2545	adopted	oid-identical	candidate=none;candidate_relation=none;impact=none	d1675f1f07056df81ad2719f5b9fc067d14ad365	5bc7840641632b17636e232b75a57ef48a283e42	final-blob-equals-an-audited-historical-blob	mechanical-crosswalk	2026-07-21T02:42:16+09:00
backend-reliability-training	docs/notes/java/concurrency/concurrent-hash-map.md	learning-only	learning/reliability-v1@c4b34b46e3024f4f9ccef8b3c884184763622680#1c9eaf7989dc2c840281fdf0207bd3bb7dc5926d;learning/reliability-v2@634f9c27776ce10ccf9fe52d885d831abce4c0e2#52f7d148321dd747b6195a7465d0c1e4631f8bd7;learning/reliability-v2.0.1@5a6a11d65379e4607c3bdaadf467c37cc0b42d50#69cd9950e5c933048dbe3de609dc582defbdbfcc	main=absent	learning/reliability-v1=100644:d8ac98acda1404db16991c983e3f0c983a08f4fc:2974;learning/reliability-v2=100644:d8ac98acda1404db16991c983e3f0c983a08f4fc:2974;learning/reliability-v2.0.1=100644:d8ac98acda1404db16991c983e3f0c983a08f4fc:2974	oid-identical-all	oid-identical	docs/notes/java/concurrency/concurrent-hash-map.md	100644	d8ac98acda1404db16991c983e3f0c983a08f4fc	2974	adopted	oid-identical	candidate=none;candidate_relation=none;impact=none	d1675f1f07056df81ad2719f5b9fc067d14ad365	5bc7840641632b17636e232b75a57ef48a283e42	final-blob-equals-an-audited-historical-blob	mechanical-crosswalk	2026-07-21T02:42:16+09:00
backend-reliability-training	docs/notes/java/concurrency/executors-futures-timeouts.md	learning-only	learning/reliability-v1@c4b34b46e3024f4f9ccef8b3c884184763622680#1c9eaf7989dc2c840281fdf0207bd3bb7dc5926d;learning/reliability-v2@634f9c27776ce10ccf9fe52d885d831abce4c0e2#52f7d148321dd747b6195a7465d0c1e4631f8bd7;learning/reliability-v2.0.1@5a6a11d65379e4607c3bdaadf467c37cc0b42d50#69cd9950e5c933048dbe3de609dc582defbdbfcc	main=absent	learning/reliability-v1=100644:5502282c0d9dda53220ecfdb140730aaae428976:2970;learning/reliability-v2=100644:5502282c0d9dda53220ecfdb140730aaae428976:2970;learning/reliability-v2.0.1=100644:5502282c0d9dda53220ecfdb140730aaae428976:2970	oid-identical-all	oid-identical	docs/notes/java/concurrency/executors-futures-timeouts.md	100644	5502282c0d9dda53220ecfdb140730aaae428976	2970	adopted	oid-identical	candidate=none;candidate_relation=none;impact=none	d1675f1f07056df81ad2719f5b9fc067d14ad365	5bc7840641632b17636e232b75a57ef48a283e42	final-blob-equals-an-audited-historical-blob	mechanical-crosswalk	2026-07-21T02:42:16+09:00
backend-reliability-training	docs/notes/java/concurrency/synchronized-locks.md	learning-only	learning/reliability-v1@c4b34b46e3024f4f9ccef8b3c884184763622680#1c9eaf7989dc2c840281fdf0207bd3bb7dc5926d;learning/reliability-v2@634f9c27776ce10ccf9fe52d885d831abce4c0e2#52f7d148321dd747b6195a7465d0c1e4631f8bd7;learning/reliability-v2.0.1@5a6a11d65379e4607c3bdaadf467c37cc0b42d50#69cd9950e5c933048dbe3de609dc582defbdbfcc	main=absent	learning/reliability-v1=100644:6393b39f8b5c9ccd31ff005432bf5801f6e48f32:3006;learning/reliability-v2=100644:6393b39f8b5c9ccd31ff005432bf5801f6e48f32:3006;learning/reliability-v2.0.1=100644:6393b39f8b5c9ccd31ff005432bf5801f6e48f32:3006	oid-identical-all	oid-identical	docs/notes/java/concurrency/synchronized-locks.md	100644	6393b39f8b5c9ccd31ff005432bf5801f6e48f32	3006	adopted	oid-identical	candidate=none;candidate_relation=none;impact=none	d1675f1f07056df81ad2719f5b9fc067d14ad365	5bc7840641632b17636e232b75a57ef48a283e42	final-blob-equals-an-audited-historical-blob	mechanical-crosswalk	2026-07-21T02:42:16+09:00
backend-reliability-training	docs/notes/java/crypto/README.md	learning-only	learning/reliability-v1@c4b34b46e3024f4f9ccef8b3c884184763622680#1c9eaf7989dc2c840281fdf0207bd3bb7dc5926d;learning/reliability-v2@634f9c27776ce10ccf9fe52d885d831abce4c0e2#52f7d148321dd747b6195a7465d0c1e4631f8bd7;learning/reliability-v2.0.1@5a6a11d65379e4607c3bdaadf467c37cc0b42d50#69cd9950e5c933048dbe3de609dc582defbdbfcc	main=absent	learning/reliability-v1=100644:6cd7e2856a5c972592a5f4ca80333cc9a4a41103:597;learning/reliability-v2=100644:6cd7e2856a5c972592a5f4ca80333cc9a4a41103:597;learning/reliability-v2.0.1=100644:6cd7e2856a5c972592a5f4ca80333cc9a4a41103:597	oid-identical-all	oid-identical	docs/notes/java/crypto/README.md	100644	6cd7e2856a5c972592a5f4ca80333cc9a4a41103	597	adopted	oid-identical	candidate=none;candidate_relation=none;impact=none	d1675f1f07056df81ad2719f5b9fc067d14ad365	5bc7840641632b17636e232b75a57ef48a283e42	final-blob-equals-an-audited-historical-blob	mechanical-crosswalk	2026-07-21T02:42:16+09:00
backend-reliability-training	docs/notes/java/crypto/hashing-and-encoding.md	learning-only	learning/reliability-v1@c4b34b46e3024f4f9ccef8b3c884184763622680#1c9eaf7989dc2c840281fdf0207bd3bb7dc5926d;learning/reliability-v2@634f9c27776ce10ccf9fe52d885d831abce4c0e2#52f7d148321dd747b6195a7465d0c1e4631f8bd7;learning/reliability-v2.0.1@5a6a11d65379e4607c3bdaadf467c37cc0b42d50#69cd9950e5c933048dbe3de609dc582defbdbfcc	main=absent	learning/reliability-v1=100644:6aed8014a6713f4940de70a3672ed0011d4cea68:3132;learning/reliability-v2=100644:6aed8014a6713f4940de70a3672ed0011d4cea68:3132;learning/reliability-v2.0.1=100644:6aed8014a6713f4940de70a3672ed0011d4cea68:3132	oid-identical-all	oid-identical	docs/notes/java/crypto/hashing-and-encoding.md	100644	6aed8014a6713f4940de70a3672ed0011d4cea68	3132	adopted	oid-identical	candidate=none;candidate_relation=none;impact=none	d1675f1f07056df81ad2719f5b9fc067d14ad365	5bc7840641632b17636e232b75a57ef48a283e42	final-blob-equals-an-audited-historical-blob	mechanical-crosswalk	2026-07-21T02:42:16+09:00
backend-reliability-training	docs/notes/java/errors/README.md	learning-only	learning/reliability-v1@c4b34b46e3024f4f9ccef8b3c884184763622680#1c9eaf7989dc2c840281fdf0207bd3bb7dc5926d;learning/reliability-v2@634f9c27776ce10ccf9fe52d885d831abce4c0e2#52f7d148321dd747b6195a7465d0c1e4631f8bd7;learning/reliability-v2.0.1@5a6a11d65379e4607c3bdaadf467c37cc0b42d50#69cd9950e5c933048dbe3de609dc582defbdbfcc	main=absent	learning/reliability-v1=100644:5a25b22702b6f49bf67e8659bde0927441ed9651:597;learning/reliability-v2=100644:5a25b22702b6f49bf67e8659bde0927441ed9651:597;learning/reliability-v2.0.1=100644:5a25b22702b6f49bf67e8659bde0927441ed9651:597	oid-identical-all	oid-identical	docs/notes/java/errors/README.md	100644	5a25b22702b6f49bf67e8659bde0927441ed9651	597	adopted	oid-identical	candidate=none;candidate_relation=none;impact=none	d1675f1f07056df81ad2719f5b9fc067d14ad365	5bc7840641632b17636e232b75a57ef48a283e42	final-blob-equals-an-audited-historical-blob	mechanical-crosswalk	2026-07-21T02:42:16+09:00
backend-reliability-training	docs/notes/java/errors/exceptions-and-results.md	learning-only	learning/reliability-v1@c4b34b46e3024f4f9ccef8b3c884184763622680#1c9eaf7989dc2c840281fdf0207bd3bb7dc5926d;learning/reliability-v2@634f9c27776ce10ccf9fe52d885d831abce4c0e2#52f7d148321dd747b6195a7465d0c1e4631f8bd7;learning/reliability-v2.0.1@5a6a11d65379e4607c3bdaadf467c37cc0b42d50#69cd9950e5c933048dbe3de609dc582defbdbfcc	main=absent	learning/reliability-v1=100644:7c62b761675658b2bde9fe3b44d577d010341aaa:3302;learning/reliability-v2=100644:7c62b761675658b2bde9fe3b44d577d010341aaa:3302;learning/reliability-v2.0.1=100644:7c62b761675658b2bde9fe3b44d577d010341aaa:3302	oid-identical-all	oid-identical	docs/notes/java/errors/exceptions-and-results.md	100644	7c62b761675658b2bde9fe3b44d577d010341aaa	3302	adopted	oid-identical	candidate=none;candidate_relation=none;impact=none	d1675f1f07056df81ad2719f5b9fc067d14ad365	5bc7840641632b17636e232b75a57ef48a283e42	final-blob-equals-an-audited-historical-blob	mechanical-crosswalk	2026-07-21T02:42:16+09:00
backend-reliability-training	docs/notes/java/time/README.md	learning-only	learning/reliability-v1@c4b34b46e3024f4f9ccef8b3c884184763622680#1c9eaf7989dc2c840281fdf0207bd3bb7dc5926d;learning/reliability-v2@634f9c27776ce10ccf9fe52d885d831abce4c0e2#52f7d148321dd747b6195a7465d0c1e4631f8bd7;learning/reliability-v2.0.1@5a6a11d65379e4607c3bdaadf467c37cc0b42d50#69cd9950e5c933048dbe3de609dc582defbdbfcc	main=absent	learning/reliability-v1=100644:1b0a22132f10c5cda6012cda609f598c6b86fe2f:548;learning/reliability-v2=100644:1b0a22132f10c5cda6012cda609f598c6b86fe2f:548;learning/reliability-v2.0.1=100644:1b0a22132f10c5cda6012cda609f598c6b86fe2f:548	oid-identical-all	oid-identical	docs/notes/java/time/README.md	100644	1b0a22132f10c5cda6012cda609f598c6b86fe2f	548	adopted	oid-identical	candidate=none;candidate_relation=none;impact=none	d1675f1f07056df81ad2719f5b9fc067d14ad365	5bc7840641632b17636e232b75a57ef48a283e42	final-blob-equals-an-audited-historical-blob	mechanical-crosswalk	2026-07-21T02:42:16+09:00
